GameLevel ,TaskNo,Floor,RoomID,RoomName,Equipment,EquipmentType,HotSpotID,IsActiveZone,Rated Power(W),Voltage(V),Current(mA),Frequency(Hz),No_of_hours,Standby_power (W),Standby_hours,Number_of_fixtureUnits,Diversity_Factor(Reference),BrandName,ModelID,SerialNumber,YearOFManufacture,TemplateImage ,LogoImage,ProductImage1,ProductImage2,InwardGoodsInspectionReportImage,Total flux (Lumens),LuminousEfficacy(lm/w),CCT(oK),CRI,Length(m),Breadth(m),Height(m),SurfaceArea(Sq.m),OperatorID,C_28,C_29,C_30,C_31,C_32,C_33,C_34,C_35,C_36,C_37,C_38,C_39,C_40,C_41,C_42,C_43,C_44,C_45,C_46,C_47,C_48,C_49,C_50,C_51,C_52,C_53,C_54,C_55,C_56,C_57,C_58,C_59,C_60,C_61,C_62,C_63,C_64,C_65,C_66,C_67,C_68,C_69,C_70,C_71,C_72,C_73,C_74,C_75,C_76,C_77,C_78,C_79,C_80,C_81,C_82,C_83,C_84,C_85,C_86,C_87,C_88,C_89,C_90,C_91,C_92,C_93,C_94,C_95,C_96,C_97,C_98,C_99,C_100,EnergyPERday,NoOFdays ,AnnualEnergy 
L1,T11,FF,Z02 ,Open-plan office,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z02_H058,TRUE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z04 ,Open-plan office,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z04_H061,TRUE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z06,AHU,Hanging Lights,Lighting,L1_T11_FF_Z06_H065,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z07,Corridor,Hanging lights,Lighting,L1_T11_FF_Z07_H066,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z08,Cabin,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z08_H067,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z09,Cabin,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z09_H070,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z10,Cabin,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z10_H073,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z11,Elevator,Hanging lights,Lighting,L1_T11_FF_Z11_H076,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z11,Elevator,Staircase can lights,Lighting,L1_T11_FF_Z11_H078,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z12,Cabin,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z12_H079,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z13,Cabin,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z13_H082,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z14,Cabin,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z14_H085,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z15,Corridor,Hanging lights,Lighting,L1_T11_FF_Z15_H088,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z16,Meeting room 3,Hanging lights,Lighting,L1_T11_FF_Z16_H089,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z17,Cabin,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z17_H092,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z18,Cabin,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z18_H095,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z19,Cabin,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z19_H098,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z20,Cabin,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z20_H101,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z21,Cabin,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z21_H104,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z22,Cabin,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z22_H107,FALSE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z23 ,Open-plan office,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z23_H110,TRUE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z25 ,Open-plan office,Recessed ceiling panel lights,Lighting,L1_T11_FF_Z25_H113,TRUE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,T11,FF,Z27,Female toilet,Hanging Lights,Lighting,L1_T11_FF_Z27_H116,TRUE,HSclickPopUpSpecImage,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,L1_T11_Formula1,L1_T11_Formula1,L1_T11_Formula1,BMSassetTracker+LSTM_inventoryPage,L1_T11_Formula1,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,PopUpImage+Notebook,NA,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,HSclickPopUpSpecImage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
